"subject","total","days","grade","sheet_n","date","student"
"directive",17,20,0.85,1,2023-05-01,"754"
"art",17,20,0.85,1,2023-05-01,"754"
"activity",17,20,0.85,1,2023-05-01,"754"
"math",0,20,0,1,2023-05-01,"754"
"languagearts",0,20,0,1,2023-05-01,"754"
"spelling",0,20,0,1,2023-05-01,"754"
"geography",0,20,0,1,2023-05-01,"754"
"reading",0,20,0,1,2023-05-01,"754"
"science",0,20,0,1,2023-05-01,"754"
"vocab",0,20,0,1,2023-05-01,"754"
"resets",0,20,0,1,2023-05-01,"754"
"math",9,16,0.5625,1,2023-05-01,"6"
"reading",23,16,1.4375,1,2023-05-01,"6"
"spelling",0,16,0,1,2023-05-01,"6"
"vocab",27,16,1.6875,1,2023-05-01,"6"
"la",16,16,1,1,2023-05-01,"6"
"cp",18,19,0.947368421052632,1,2023-05-01,"6"
"cp",3,13,0.230769230769231,1,2023-05-01,"506"
"directive",8,13,0.615384615384615,1,2023-05-01,"506"
"art",8,13,0.615384615384615,1,2023-05-01,"506"
"activity",8,13,0.615384615384615,1,2023-05-01,"506"
"math",7,13,0.538461538461538,1,2023-05-01,"506"
"reading",10,13,0.769230769230769,1,2023-05-01,"506"
"phonics",8,13,0.615384615384615,1,2023-05-01,"506"
"spelling",7,13,0.538461538461538,1,2023-05-01,"506"
"resets",3,13,0.230769230769231,1,2023-05-01,"506"
"cp",2,8,0.25,1,2023-05-01,"681"
"directive",7,8,0.875,1,2023-05-01,"681"
"art",6,8,0.75,1,2023-05-01,"681"
"activity",6,8,0.75,1,2023-05-01,"681"
"math",6,8,0.75,1,2023-05-01,"681"
"spelling",4,8,0.5,1,2023-05-01,"681"
"reading",1,8,0.125,1,2023-05-01,"681"
"phonics",5,8,0.625,1,2023-05-01,"681"
"resets",0,8,0,1,2023-05-01,"681"
"cp",10,18,0.555555555555556,1,2023-05-01,"504"
"directive",13,18,0.722222222222222,1,2023-05-01,"504"
"art",14,18,0.777777777777778,1,2023-05-01,"504"
"activity",13,18,0.722222222222222,1,2023-05-01,"504"
"reading",9,16,0.5625,1,2023-05-01,"504"
"la",8,16,0.5,1,2023-05-01,"504"
"phonics",12,16,0.75,1,2023-05-01,"504"
"math",15,16,0.9375,1,2023-05-01,"504"
"resets",4,18,0.222222222222222,1,2023-05-01,"504"
"cp",13,19,0.684210526315789,1,2023-05-01,"286"
"directive",17,19,0.894736842105263,1,2023-05-01,"286"
"art",17,19,0.894736842105263,1,2023-05-01,"286"
"activity",16,19,0.842105263157895,1,2023-05-01,"286"
"math",7,19,0.368421052631579,1,2023-05-01,"286"
"spelling",6,19,0.315789473684211,1,2023-05-01,"286"
"reading",5,19,0.263157894736842,1,2023-05-01,"286"
"phonics",10,19,0.526315789473684,1,2023-05-01,"286"
"resets",1,19,0.0526315789473684,1,2023-05-01,"286"
"cp",19,19,1,1,2023-05-01,"191"
"directive",11,19,0.578947368421053,1,2023-05-01,"191"
"art",7,19,0.368421052631579,1,2023-05-01,"191"
"math",11,19,0.578947368421053,1,2023-05-01,"191"
"writing",19,19,1,1,2023-05-01,"191"
"la",12,19,0.631578947368421,1,2023-05-01,"191"
"vocab",23,19,1.21052631578947,1,2023-05-01,"191"
"phonics",19,19,1,1,2023-05-01,"191"
"resets",0,19,0,1,2023-05-01,"191"
"cp",7,16,0.4375,1,2023-05-01,"935"
"art",9,16,0.5625,1,2023-05-01,"935"
"directive",13.02,16,0.81375,1,2023-05-01,"935"
"activity",7,16,0.4375,1,2023-05-01,"935"
"math",12,16,0.75,1,2023-05-01,"935"
"la",12,16,0.75,1,2023-05-01,"935"
"spelling",8,16,0.5,1,2023-05-01,"935"
"phonics",11,16,0.6875,1,2023-05-01,"935"
"reading",12,16,0.75,1,2023-05-01,"935"
"longvowels",0,16,0,1,2023-05-01,"935"
"sightwords",7,16,0.4375,1,2023-05-01,"935"
"resets",5,16,0.3125,1,2023-05-01,"935"
"cp",2,16,0.125,1,2023-05-01,"602"
"directive",14,16,0.875,1,2023-05-01,"602"
"art",13,16,0.8125,1,2023-05-01,"602"
"activity",13,16,0.8125,1,2023-05-01,"602"
"math",6,16,0.375,1,2023-05-01,"602"
"spelling",4,16,0.25,1,2023-05-01,"602"
"reading",5,16,0.3125,1,2023-05-01,"602"
"phonics",18,16,1.125,1,2023-05-01,"602"
"resets",4,16,0.25,1,2023-05-01,"602"
"math",8,16,0.5,2,2023-05-01,"163"
"spelling",0,16,0,2,2023-05-01,"163"
"writing",0,16,0,2,2023-05-01,"163"
"la",15,16,0.9375,2,2023-05-01,"163"
"phonics",1,16,0.0625,2,2023-05-01,"163"
"geography",0,16,0,2,2023-05-01,"163"
"vocab",3,16,0.1875,2,2023-05-01,"163"
"reading",0,16,0,2,2023-05-01,"163"
"science",0,16,0,2,2023-05-01,"163"
"phonics",13,14,0.928571428571429,2,2023-05-01,"159"
"languagearts",12,14,0.857142857142857,2,2023-05-01,"159"
"spelling",10,14,0.714285714285714,2,2023-05-01,"159"
"writing",10,14,0.714285714285714,2,2023-05-01,"159"
"math",11,14,0.785714285714286,2,2023-05-01,"159"
"science",0,14,0,2,2023-05-01,"159"
"math",11.75,16,0.734375,2,2023-05-01,"736"
"writing",0,16,0,2,2023-05-01,"736"
"readingcomp",0,16,0,2,2023-05-01,"736"
"spelling",1,16,0.0625,2,2023-05-01,"736"
"phonics",2,16,0.125,2,2023-05-01,"736"
"vocab",0,16,0,2,2023-05-01,"736"
"la",16,16,1,2,2023-05-01,"736"
"math",15,16,0.9375,2,2023-05-01,"656"
"reading",14,16,0.875,2,2023-05-01,"656"
"writing",14,16,0.875,2,2023-05-01,"656"
"geography",0,16,0,2,2023-05-01,"656"
"la",16,16,1,2,2023-05-01,"656"
"science",0,16,0,2,2023-05-01,"656"
"testprep",5,16,0.3125,2,2023-05-01,"656"
"algebra",12,16,0.75,2,2023-05-01,"656"
"geometry",12,16,0.75,2,2023-05-01,"656"
"wordproblems",14,16,0.875,2,2023-05-01,"656"
"math",1,4,0.25,2,2023-05-01,"78"
"reading",5,16,0.3125,2,2023-05-01,"78"
"spelling",14,16,0.875,2,2023-05-01,"78"
"writing",5,16,0.3125,2,2023-05-01,"78"
"vocab",1,16,0.0625,2,2023-05-01,"78"
"la",24,16,1.5,2,2023-05-01,"78"
"phonics",13,16,0.8125,2,2023-05-01,"78"
"math",9,16,0.5625,2,2023-05-01,"667"
"la",5,16,0.3125,2,2023-05-01,"667"
"phonics",1,16,0.0625,2,2023-05-01,"667"
"rc",0,16,0,2,2023-05-01,"667"
"writing",0,16,0,2,2023-05-01,"667"
"spelling",2,16,0.125,2,2023-05-01,"667"
"vocab",0,16,0,2,2023-05-01,"667"
"math",10,16,0.625,2,2023-05-01,"655"
"la",14,16,0.875,2,2023-05-01,"655"
"phonics",2,16,0.125,2,2023-05-01,"655"
"spelling",2,16,0.125,2,2023-05-01,"655"
"reading",2,16,0.125,2,2023-05-01,"655"
"vocab",4,16,0.25,2,2023-05-01,"655"
"writing",7,16,0.4375,2,2023-05-01,"655"
"math",4,16,0.25,2,2023-05-01,"392"
"langarts",5,6,0.833333333333333,2,2023-05-01,"392"
"spelling",0,16,0,2,2023-05-01,"392"
"writing",0,16,0,2,2023-05-01,"392"
"reading",0,16,0,2,2023-05-01,"392"
"vocab",1,4,0.25,2,2023-05-01,"392"
"phonics",13,16,0.8125,2,2023-05-01,"392"
"geography",0,16,0,2,2023-05-01,"392"
"cp",15,16,0.9375,3,2023-05-01,"458"
"art",9,16,0.5625,3,2023-05-01,"458"
"directive",12,16,0.75,3,2023-05-01,"458"
"math",15.5,16,0.96875,3,2023-05-01,"458"
"la",13.5,16,0.84375,3,2023-05-01,"458"
"spelling",1.5,12,0.125,3,2023-05-01,"458"
"phonics",8.5,16,0.53125,3,2023-05-01,"458"
"reading",8,16,0.5,3,2023-05-01,"458"
"criticalthinking",8.5,13,0.653846153846154,3,2023-05-01,"458"
"readingpassedoff",2,16,0.125,3,2023-05-01,"458"
"cp",11,16,0.6875,3,2023-05-01,"635"
"directive",6,16,0.375,3,2023-05-01,"635"
"writing",2.5,16,0.15625,3,2023-05-01,"635"
"la",11,16,0.6875,3,2023-05-01,"635"
"math",8.5,16,0.53125,3,2023-05-01,"635"
"spelling",5,16,0.3125,3,2023-05-01,"635"
"phonics",8,16,0.5,3,2023-05-01,"635"
"reading",3.33,16,0.208125,3,2023-05-01,"635"
"resets",3,16,0.1875,3,2023-05-01,"635"
"math",10,16,0.625,3,2023-05-01,"510"
"rc",4.5,16,0.28125,3,2023-05-01,"510"
"la",9.5,16,0.59375,3,2023-05-01,"510"
"writing",3,16,0.1875,3,2023-05-01,"510"
"spelling",2.5,4,0.625,3,2023-05-01,"510"
"vocab",4,16,0.25,3,2023-05-01,"510"
"phonics",4,16,0.25,3,2023-05-01,"510"
"extramathpggiven",1,16,0.0625,3,2023-05-01,"510"
"cp",4,16,0.25,3,2023-05-01,"965"
"art",0,16,0,3,2023-05-01,"965"
"math",6.5,16,0.40625,3,2023-05-01,"965"
"writing",0,16,0,3,2023-05-01,"965"
"la",7,16,0.4375,3,2023-05-01,"965"
"vocab",0,16,0,3,2023-05-01,"965"
"spelling",0.5,16,0.03125,3,2023-05-01,"965"
"phonics",0,16,0,3,2023-05-01,"965"
"redirects",6,16,0.375,3,2023-05-01,"965"
"resets",3,16,0.1875,3,2023-05-01,"965"
"cp",5,8,0.625,3,2023-05-01,"252"
"directive",2,8,0.25,3,2023-05-01,"252"
"art",1,8,0.125,3,2023-05-01,"252"
"math",5,8,0.625,3,2023-05-01,"252"
"writing",2,8,0.25,3,2023-05-01,"252"
"phonics",1,8,0.125,3,2023-05-01,"252"
"reading",2.5,8,0.3125,3,2023-05-01,"252"
"la",4,8,0.5,3,2023-05-01,"252"
"spelling",2,8,0.25,3,2023-05-01,"252"
"resets",0,8,0,3,2023-05-01,"252"
"cp",14,16,0.875,3,2023-05-01,"626"
"directive",14,16,0.875,3,2023-05-01,"626"
"activity",3,16,0.1875,3,2023-05-01,"626"
"spelling",11.5,16,0.71875,3,2023-05-01,"626"
"phonics",19,16,1.1875,3,2023-05-01,"626"
"la",13.5,16,0.84375,3,2023-05-01,"626"
"math",10,8,1.25,3,2023-05-01,"626"
"readingpassedoff",3,16,0.1875,3,2023-05-01,"626"
"resets",2,16,0.125,3,2023-05-01,"626"
"cp",13,16,0.8125,3,2023-05-01,"651"
"directive",11,16,0.6875,3,2023-05-01,"651"
"art",9,16,0.5625,3,2023-05-01,"651"
"wordproblems",7.5,16,0.46875,3,2023-05-01,"651"
"reading",12.5,16,0.78125,3,2023-05-01,"651"
"la",2,16,0.125,3,2023-05-01,"651"
"math",8.5,16,0.53125,3,2023-05-01,"651"
"testpractive",8,16,0.5,3,2023-05-01,"651"
"criticalthinking",4,16,0.25,3,2023-05-01,"651"
"cp",11,16,0.6875,1,2023-06-01,"66"
"math",17,16,1.0625,1,2023-06-01,"66"
"reading",9,16,0.5625,1,2023-06-01,"66"
"la",2,16,0.125,1,2023-06-01,"66"
"spelling",14,16,0.875,1,2023-06-01,"66"
"phonics",1,16,0.0625,1,2023-06-01,"66"
"geography",0,16,0,1,2023-06-01,"66"
"vocab",27,16,1.6875,1,2023-06-01,"66"
"cp",3,8,0.375,1,2023-06-01,"616"
"directive",4,8,0.5,1,2023-06-01,"616"
"art",5,8,0.625,1,2023-06-01,"616"
"activity",3,8,0.375,1,2023-06-01,"616"
"math",5,8,0.625,1,2023-06-01,"616"
"vocab",5,8,0.625,1,2023-06-01,"616"
"la",2,8,0.25,1,2023-06-01,"616"
"cp",6,12,0.5,1,2023-06-01,"506"
"directive",12,12,1,1,2023-06-01,"506"
"art",12,12,1,1,2023-06-01,"506"
"activity",12,12,1,1,2023-06-01,"506"
"math",8,12,0.666666666666667,1,2023-06-01,"506"
"reading",9,12,0.75,1,2023-06-01,"506"
"phonics",10,12,0.833333333333333,1,2023-06-01,"506"
"spelling",12,12,1,1,2023-06-01,"506"
"resets",0,12,0,1,2023-06-01,"506"
"cp",1,5,0.2,1,2023-06-01,"681"
"directive",5,5,1,1,2023-06-01,"681"
"art",5,5,1,1,2023-06-01,"681"
"activity",5,5,1,1,2023-06-01,"681"
"1-1positive",3,5,0.6,1,2023-06-01,"681"
"math",5,5,1,1,2023-06-01,"681"
"spelling",1,5,0.2,1,2023-06-01,"681"
"science",1,5,0.2,1,2023-06-01,"681"
"phonics",4,5,0.8,1,2023-06-01,"681"
"resets",0,5,0,1,2023-06-01,"681"
"cp",13,20,0.65,1,2023-06-01,"286"
"directive",15,20,0.75,1,2023-06-01,"286"
"art",16,20,0.8,1,2023-06-01,"286"
"activity",14,20,0.7,1,2023-06-01,"286"
"math",3,20,0.15,1,2023-06-01,"286"
"spelling",4,20,0.2,1,2023-06-01,"286"
"reading",5,20,0.25,1,2023-06-01,"286"
"phonics",9,20,0.45,1,2023-06-01,"286"
"resets",0,20,0,1,2023-06-01,"286"
"cp",0,16,0,1,2023-06-01,"602"
"directive",15,16,0.9375,1,2023-06-01,"602"
"art",15,16,0.9375,1,2023-06-01,"602"
"activity",14,16,0.875,1,2023-06-01,"602"
"math",1,16,0.0625,1,2023-06-01,"602"
"spelling",1,16,0.0625,1,2023-06-01,"602"
"reading",1,16,0.0625,1,2023-06-01,"602"
"phonics",2,16,0.125,1,2023-06-01,"602"
"resets",0,16,0,1,2023-06-01,"602"
"cp",16,20,0.8,1,2023-06-01,"626"
"directive",20,20,1,1,2023-06-01,"626"
"activity",18,20,0.9,1,2023-06-01,"626"
"la",21,20,1.05,1,2023-06-01,"626"
"math",20,20,1,1,2023-06-01,"626"
"readingpassedoff",0,20,0,1,2023-06-01,"626"
"resets",0,20,0,1,2023-06-01,"626"
"cp",0,15,0,1,2023-06-01,"955"
"directive",15,15,1,1,2023-06-01,"955"
"art",15,15,1,1,2023-06-01,"955"
"activity",14,15,0.933333333333333,1,2023-06-01,"955"
"math",16,15,1.06666666666667,1,2023-06-01,"955"
"la",18,15,1.2,1,2023-06-01,"955"
"resets",0,15,0,1,2023-06-01,"955"
"cp",0,8,0,1,2023-06-01,"141"
"directive",8,8,1,1,2023-06-01,"141"
"art",8,8,1,1,2023-06-01,"141"
"activity",7,8,0.875,1,2023-06-01,"141"
"math",14,8,1.75,1,2023-06-01,"141"
"la",6,8,0.75,1,2023-06-01,"141"
"resets",0,8,0,1,2023-06-01,"141"
"cp",4,8,0.5,1,2023-06-01,"172"
"directive",8,8,1,1,2023-06-01,"172"
"art",7,8,0.875,1,2023-06-01,"172"
"activity",7,8,0.875,1,2023-06-01,"172"
"math",10,8,1.25,1,2023-06-01,"172"
"la",13,8,1.625,1,2023-06-01,"172"
"resets",0,8,0,1,2023-06-01,"172"
"cp",1,12,0.0833333333333333,1,2023-06-01,"827"
"directive",9,12,0.75,1,2023-06-01,"827"
"art",9,12,0.75,1,2023-06-01,"827"
"activity",6,12,0.5,1,2023-06-01,"827"
"math",8,12,0.666666666666667,1,2023-06-01,"827"
"la",6,12,0.5,1,2023-06-01,"827"
"resets",0,12,0,1,2023-06-01,"827"
"shapes",9,9,1,2,2023-06-01,"259"
"sightwords",23,9,2.55555555555556,2,2023-06-01,"259"
"phonics",9,9,1,2,2023-06-01,"259"
"countingmoney",9,9,1,2,2023-06-01,"259"
"math",38,15,2.53333333333333,2,2023-06-01,"722"
"writing",9,15,0.6,2,2023-06-01,"722"
"languagearts",15,15,1,2,2023-06-01,"722"
"reading",10,15,0.666666666666667,2,2023-06-01,"722"
"math",37,11,3.36363636363636,2,2023-06-01,"484"
"la",5,11,0.454545454545455,2,2023-06-01,"484"
"math",12,18,0.666666666666667,2,2023-06-01,"430"
"la",9,9,1,2,2023-06-01,"430"
"math",33,13,2.53846153846154,2,2023-06-01,"504"
"la",11,13,0.846153846153846,2,2023-06-01,"504"
"math",16,22,0.727272727272727,2,2023-06-01,"736"
"la",11,11,1,2,2023-06-01,"736"
"math",10,12,0.833333333333333,2,2023-06-01,"656"
"reading",6,12,0.5,2,2023-06-01,"656"
"writing",11,12,0.916666666666667,2,2023-06-01,"656"
"geography",3,12,0.25,2,2023-06-01,"656"
"la",9,12,0.75,2,2023-06-01,"656"
"science",1,12,0.0833333333333333,2,2023-06-01,"656"
"testprep",7,12,0.583333333333333,2,2023-06-01,"656"
"algebra",6,12,0.5,2,2023-06-01,"656"
"geometry",9,12,0.75,2,2023-06-01,"656"
"wordproblems",11,12,0.916666666666667,2,2023-06-01,"656"
"math",3,6,0.5,2,2023-06-01,"392"
"langarts",3,3,1,2,2023-06-01,"392"
"math",32,32,1,2,2023-06-01,"458"
"la",16,16,1,2,2023-06-01,"458"
"la",11,12,0.916666666666667,2,2023-06-01,"635"
"math",14,24,0.583333333333333,2,2023-06-01,"635"
"math",22,40,0.55,2,2023-06-01,"510"
"la",18,20,0.9,2,2023-06-01,"510"
"math",37,40,0.925,2,2023-06-01,"965"
"la",20,20,1,2,2023-06-01,"965"
"math",7,8,0.875,2,2023-06-01,"252"
"la",4,4,1,2,2023-06-01,"252"
"math",16,16,1,2,2023-06-01,"776"
"la",8,8,1,2,2023-06-01,"776"
"cp",NA,16,0,1,2023-07-01,"66"
"math",5,16,0.3125,1,2023-07-01,"66"
"reading",4,16,0.25,1,2023-07-01,"66"
"la",7,16,0.4375,1,2023-07-01,"66"
"spelling",2,16,0.125,1,2023-07-01,"66"
"phonics",6,16,0.375,1,2023-07-01,"66"
"geography",0,16,0,1,2023-07-01,"66"
"vocab",1,16,0.0625,1,2023-07-01,"66"
"cp",2,5,0.4,1,2023-07-01,"616"
"directive",2,5,0.4,1,2023-07-01,"616"
"art",3,5,0.6,1,2023-07-01,"616"
"activity",1,5,0.2,1,2023-07-01,"616"
"math",4,5,0.8,1,2023-07-01,"616"
"vocab",4,5,0.8,1,2023-07-01,"616"
"la",2,5,0.4,1,2023-07-01,"616"
"cp",5,12,0.416666666666667,1,2023-07-01,"506"
"directive",12,12,1,1,2023-07-01,"506"
"art",12,12,1,1,2023-07-01,"506"
"activity",12,12,1,1,2023-07-01,"506"
"math",26,12,2.16666666666667,1,2023-07-01,"506"
"reading",7,12,0.583333333333333,1,2023-07-01,"506"
"phonics",9,12,0.75,1,2023-07-01,"506"
"spelling",10,12,0.833333333333333,1,2023-07-01,"506"
"resets",1,12,0.0833333333333333,1,2023-07-01,"506"
"cp",1,6,0.166666666666667,1,2023-07-01,"681"
"directive",5,6,0.833333333333333,1,2023-07-01,"681"
"art",4,6,0.666666666666667,1,2023-07-01,"681"
"activity",4,6,0.666666666666667,1,2023-07-01,"681"
"1-1positive",4,6,0.666666666666667,1,2023-07-01,"681"
"math",4,6,0.666666666666667,1,2023-07-01,"681"
"spelling",2,6,0.333333333333333,1,2023-07-01,"681"
"science",1,6,0.166666666666667,1,2023-07-01,"681"
"phonics",7,6,1.16666666666667,1,2023-07-01,"681"
"resets",NA,6,0,1,2023-07-01,"681"
"cp",8,9,0.888888888888889,1,2023-07-01,"286"
"directive",8,9,0.888888888888889,1,2023-07-01,"286"
"art",8,9,0.888888888888889,1,2023-07-01,"286"
"activity",8,9,0.888888888888889,1,2023-07-01,"286"
"math",8,9,0.888888888888889,1,2023-07-01,"286"
"spelling",5,9,0.555555555555556,1,2023-07-01,"286"
"reading",3,9,0.333333333333333,1,2023-07-01,"286"
"phonics",7,9,0.777777777777778,1,2023-07-01,"286"
"resets",NA,20,0,1,2023-07-01,"286"
"cp",1,14,0.0714285714285714,1,2023-07-01,"602"
"directive",13,14,0.928571428571429,1,2023-07-01,"602"
"art",11,14,0.785714285714286,1,2023-07-01,"602"
"activity",12,14,0.857142857142857,1,2023-07-01,"602"
"math",3,14,0.214285714285714,1,2023-07-01,"602"
"spelling",4,14,0.285714285714286,1,2023-07-01,"602"
"reading",2,14,0.142857142857143,1,2023-07-01,"602"
"phonics",3,14,0.214285714285714,1,2023-07-01,"602"
"resets",NA,14,0,1,2023-07-01,"602"
"cp",15,17,0.882352941176471,1,2023-07-01,"626"
"directive",18,17,1.05882352941176,1,2023-07-01,"626"
"activity",18,17,1.05882352941176,1,2023-07-01,"626"
"la",14,17,0.823529411764706,1,2023-07-01,"626"
"math",27,17,1.58823529411765,1,2023-07-01,"626"
"readingpassedoff",NA,20,0,1,2023-07-01,"626"
"resets",NA,20,0,1,2023-07-01,"626"
"cp",0,11,0,1,2023-07-01,"955"
"directive",11,11,1,1,2023-07-01,"955"
"art",11,11,1,1,2023-07-01,"955"
"activity",10,11,0.909090909090909,1,2023-07-01,"955"
"math",9,11,0.818181818181818,1,2023-07-01,"955"
"la",10,11,0.909090909090909,1,2023-07-01,"955"
"resets",4,11,0.363636363636364,1,2023-07-01,"955"
"cp",2,6,0.333333333333333,1,2023-07-01,"141"
"directive",5,6,0.833333333333333,1,2023-07-01,"141"
"art",5,6,0.833333333333333,1,2023-07-01,"141"
"activity",4,6,0.666666666666667,1,2023-07-01,"141"
"math",17,6,2.83333333333333,1,2023-07-01,"141"
"la",4,6,0.666666666666667,1,2023-07-01,"141"
"resets",2,6,0.333333333333333,1,2023-07-01,"141"
"cp",4,10,0.4,1,2023-07-01,"172"
"directive",5,10,0.5,1,2023-07-01,"172"
"art",5,10,0.5,1,2023-07-01,"172"
"activity",4,10,0.4,1,2023-07-01,"172"
"math",26,20,1.3,1,2023-07-01,"172"
"la",15,20,0.75,1,2023-07-01,"172"
"resets",2,9,0.222222222222222,1,2023-07-01,"172"
"cp",2,11,0.181818181818182,1,2023-07-01,"827"
"directive",6,11,0.545454545454545,1,2023-07-01,"827"
"art",4,11,0.363636363636364,1,2023-07-01,"827"
"activity",3,11,0.272727272727273,1,2023-07-01,"827"
"math",5,11,0.454545454545455,1,2023-07-01,"827"
"la",10,11,0.909090909090909,1,2023-07-01,"827"
"resets",4,11,0.363636363636364,1,2023-07-01,"827"
"math",NA,9,0,2,2023-07-01,"259"
"sightwords",20,9,2.22222222222222,2,2023-07-01,"259"
"phonics",26,9,2.88888888888889,2,2023-07-01,"259"
"countingmoney",34,9,3.77777777777778,2,2023-07-01,"259"
"math",20,15,1.33333333333333,2,2023-07-01,"722"
"writing",10,15,0.666666666666667,2,2023-07-01,"722"
"languagearts",10,15,0.666666666666667,2,2023-07-01,"722"
"reading",15,15,1,2,2023-07-01,"722"
"math",21,20,1.05,2,2023-07-01,"484"
"la",9,10,0.9,2,2023-07-01,"484"
"math",6,12,0.5,2,2023-07-01,"430"
"la",6,6,1,2,2023-07-01,"430"
"math",14,28,0.5,2,2023-07-01,"504"
"la",14,14,1,2,2023-07-01,"504"
"math",11,22,0.5,2,2023-07-01,"736"
"la",7,11,0.636363636363636,2,2023-07-01,"736"
"math",7,10,0.7,2,2023-07-01,"656"
"reading",7,10,0.7,2,2023-07-01,"656"
"writing",9,10,0.9,2,2023-07-01,"656"
"geography",NA,10,0,2,2023-07-01,"656"
"la",10,10,1,2,2023-07-01,"656"
"science",NA,10,0,2,2023-07-01,"656"
"testprep",6,10,0.6,2,2023-07-01,"656"
"algebra",7,10,0.7,2,2023-07-01,"656"
"geometry",12,10,1.2,2,2023-07-01,"656"
"wordproblems",9,10,0.9,2,2023-07-01,"656"
"math",31,22,1.40909090909091,2,2023-07-01,"458"
"la",16,11,1.45454545454545,2,2023-07-01,"458"
"la",8,9,0.888888888888889,2,2023-07-01,"635"
"math",13.5,18,0.75,2,2023-07-01,"635"
"math",20,40,0.5,2,2023-07-01,"510"
"la",14,20,0.7,2,2023-07-01,"510"
"math",15,26,0.576923076923077,2,2023-07-01,"965"
"la",11,13,0.846153846153846,2,2023-07-01,"965"
"math",7,8,0.875,2,2023-07-01,"252"
"la",4,4,1,2,2023-07-01,"252"
"math",16,16,1,2,2023-07-01,"776"
"la",8,8,1,2,2023-07-01,"776"
"cp",10,12,0.833333333333333,1,2023-08-01,"66"
"math",16,12,1.33333333333333,1,2023-08-01,"66"
"reading",7,12,0.583333333333333,1,2023-08-01,"66"
"la",11,12,0.916666666666667,1,2023-08-01,"66"
"spelling",10,12,0.833333333333333,1,2023-08-01,"66"
"phonics",9,12,0.75,1,2023-08-01,"66"
"geography",7,12,0.583333333333333,1,2023-08-01,"66"
"vocab",6,12,0.5,1,2023-08-01,"66"
"cp",2,14,0.142857142857143,1,2023-08-01,"616"
"directive",4,14,0.285714285714286,1,2023-08-01,"616"
"art",4,14,0.285714285714286,1,2023-08-01,"616"
"activity",1,14,0.0714285714285714,1,2023-08-01,"616"
"math",4,14,0.285714285714286,1,2023-08-01,"616"
"vocab",3,14,0.214285714285714,1,2023-08-01,"616"
"la",5,14,0.357142857142857,1,2023-08-01,"616"
"cp",11,16,0.6875,1,2023-08-01,"506"
"directive",16,16,1,1,2023-08-01,"506"
"art",16,16,1,1,2023-08-01,"506"
"activity",16,16,1,1,2023-08-01,"506"
"math",11,16,0.6875,1,2023-08-01,"506"
"reading",8,16,0.5,1,2023-08-01,"506"
"phonics",10,16,0.625,1,2023-08-01,"506"
"spelling",8,16,0.5,1,2023-08-01,"506"
"resets",NA,16,0,1,2023-08-01,"506"
"cp",1,12,0.0833333333333333,1,2023-08-01,"681"
"directive",12,12,1,1,2023-08-01,"681"
"art",8,12,0.666666666666667,1,2023-08-01,"681"
"activity",10,12,0.833333333333333,1,2023-08-01,"681"
"1-1positive",6,12,0.5,1,2023-08-01,"681"
"math",7,12,0.583333333333333,1,2023-08-01,"681"
"spelling",1,12,0.0833333333333333,1,2023-08-01,"681"
"science",1,12,0.0833333333333333,1,2023-08-01,"681"
"phonics",9,12,0.75,1,2023-08-01,"681"
"resets",0,12,0,1,2023-08-01,"681"
"cp",16,16,1,1,2023-08-01,"286"
"directive",16,16,1,1,2023-08-01,"286"
"art",16,16,1,1,2023-08-01,"286"
"activity",16,16,1,1,2023-08-01,"286"
"math",8,16,0.5,1,2023-08-01,"286"
"spelling",5,16,0.3125,1,2023-08-01,"286"
"reading",4,16,0.25,1,2023-08-01,"286"
"phonics",10,16,0.625,1,2023-08-01,"286"
"resets",1,16,0.0625,1,2023-08-01,"286"
"cp",0,14,0,1,2023-08-01,"602"
"directive",14,14,1,1,2023-08-01,"602"
"art",14,14,1,1,2023-08-01,"602"
"activity",13,14,0.928571428571429,1,2023-08-01,"602"
"math",1,14,0.0714285714285714,1,2023-08-01,"602"
"spelling",1,14,0.0714285714285714,1,2023-08-01,"602"
"reading",1,14,0.0714285714285714,1,2023-08-01,"602"
"phonics",3,14,0.214285714285714,1,2023-08-01,"602"
"resets",3,14,0.214285714285714,1,2023-08-01,"602"
"cp",8,13,0.615384615384615,1,2023-08-01,"626"
"directive",11,13,0.846153846153846,1,2023-08-01,"626"
"activity",11,13,0.846153846153846,1,2023-08-01,"626"
"la",5,13,0.384615384615385,1,2023-08-01,"626"
"math",36,13,2.76923076923077,1,2023-08-01,"626"
"reading",5,13,0.384615384615385,1,2023-08-01,"626"
"resets",3,13,0.230769230769231,1,2023-08-01,"626"
"cp",3,16,0.1875,1,2023-08-01,"955"
"directive",16,16,1,1,2023-08-01,"955"
"art",16,16,1,1,2023-08-01,"955"
"activity",16,16,1,1,2023-08-01,"955"
"math",6,16,0.375,1,2023-08-01,"955"
"la",9,16,0.5625,1,2023-08-01,"955"
"phonics",13,16,0.8125,1,2023-08-01,"955"
"reading",1,16,0.0625,1,2023-08-01,"955"
"resets",4,16,0.25,1,2023-08-01,"955"
"cp",4,14,0.285714285714286,1,2023-08-01,"141"
"directive",14,14,1,1,2023-08-01,"141"
"art",14,14,1,1,2023-08-01,"141"
"activity",12,14,0.857142857142857,1,2023-08-01,"141"
"math",25,14,1.78571428571429,1,2023-08-01,"141"
"la",7,14,0.5,1,2023-08-01,"141"
"phonics",4,9,0.444444444444444,1,2023-08-01,"141"
"reading",2,9,0.222222222222222,1,2023-08-01,"141"
