"subject","total","days","grade","sheet_n","date","student"
"writing",10,18,0.555555555555556,1,2023-01-01,"754"
"resets",0,18,0,1,2023-01-01,"754"
"math",3,9,0.333333333333333,1,2023-01-01,"6"
"science",9,9,1,1,2023-01-01,"6"
"reading",8,9,0.888888888888889,1,2023-01-01,"6"
"writing",7,9,0.777777777777778,1,2023-01-01,"6"
"spelling",9,9,1,1,2023-01-01,"6"
"geography",6,9,0.666666666666667,1,2023-01-01,"6"
"vocab",10,9,1.11111111111111,1,2023-01-01,"6"
"la",11,9,1.22222222222222,1,2023-01-01,"6"
"cp",7,9,0.777777777777778,1,2023-01-01,"6"
"cp",1,10,0.1,1,2023-01-01,"506"
"directive",9,10,0.9,1,2023-01-01,"506"
"art",9,10,0.9,1,2023-01-01,"506"
"activity",9,10,0.9,1,2023-01-01,"506"
"math",7,10,0.7,1,2023-01-01,"506"
"reading",8,10,0.8,1,2023-01-01,"506"
"phonics",5,10,0.5,1,2023-01-01,"506"
"spelling",6,10,0.6,1,2023-01-01,"506"
"cp",0,4,0,1,2023-01-01,"681"
"directive",3,4,0.75,1,2023-01-01,"681"
"art",3,4,0.75,1,2023-01-01,"681"
"activity",3,4,0.75,1,2023-01-01,"681"
"math",1,4,0.25,1,2023-01-01,"681"
"spelling",NA,4,0,1,2023-01-01,"681"
"reading",2,4,0.5,1,2023-01-01,"681"
"phonics",3,4,0.75,1,2023-01-01,"681"
"cp",3,11,0.272727272727273,1,2023-01-01,"504"
"directive",11,11,1,1,2023-01-01,"504"
"art",10,11,0.909090909090909,1,2023-01-01,"504"
"activity",10,11,0.909090909090909,1,2023-01-01,"504"
"reading",7,11,0.636363636363636,1,2023-01-01,"504"
"spelling",7,11,0.636363636363636,1,2023-01-01,"504"
"phonics",11,11,1,1,2023-01-01,"504"
"math",11,11,1,1,2023-01-01,"504"
"cp",5,13,0.384615384615385,1,2023-01-01,"286"
"directive",13,13,1,1,2023-01-01,"286"
"art",13,13,1,1,2023-01-01,"286"
"activity",13,13,1,1,2023-01-01,"286"
"math",5,13,0.384615384615385,1,2023-01-01,"286"
"spelling",2,13,0.153846153846154,1,2023-01-01,"286"
"reading",2,13,0.153846153846154,1,2023-01-01,"286"
"phonics",5,13,0.384615384615385,1,2023-01-01,"286"
"math",11,16,0.6875,2,2023-01-01,"163"
"spelling",10,16,0.625,2,2023-01-01,"163"
"writing",8,16,0.5,2,2023-01-01,"163"
"la",8,16,0.5,2,2023-01-01,"163"
"phonics",10,16,0.625,2,2023-01-01,"163"
"geography",0,16,0,2,2023-01-01,"163"
"vocab",7,16,0.4375,2,2023-01-01,"163"
"reading",6,16,0.375,2,2023-01-01,"163"
"science",0,16,0,2,2023-01-01,"163"
"phonics",13,16,0.8125,2,2023-01-01,"159"
"languagearts",15,16,0.9375,2,2023-01-01,"159"
"spelling",15,16,0.9375,2,2023-01-01,"159"
"writing",12,16,0.75,2,2023-01-01,"159"
"math",14,16,0.875,2,2023-01-01,"159"
"science",0,16,0,2,2023-01-01,"159"
"math",8.5,16,0.53125,2,2023-01-01,"736"
"writing",10,16,0.625,2,2023-01-01,"736"
"readingcomp",10,16,0.625,2,2023-01-01,"736"
"spelling",9,16,0.5625,2,2023-01-01,"736"
"phonics",12,16,0.75,2,2023-01-01,"736"
"vocab",11,16,0.6875,2,2023-01-01,"736"
"math",9,16,0.5625,2,2023-01-01,"656"
"reading",6,16,0.375,2,2023-01-01,"656"
"writing",10,16,0.625,2,2023-01-01,"656"
"phonics",14,16,0.875,2,2023-01-01,"656"
"geography",3,16,0.1875,2,2023-01-01,"656"
"spelling",3,3,1,2,2023-01-01,"656"
"la",9,16,0.5625,2,2023-01-01,"656"
"science",5,16,0.3125,2,2023-01-01,"656"
"testprep",10,15,0.666666666666667,2,2023-01-01,"656"
"algebra",3,4,0.75,2,2023-01-01,"656"
"geometry",4,4,1,2,2023-01-01,"656"
"math",8,16,0.5,2,2023-01-01,"78"
"reading",10,16,0.625,2,2023-01-01,"78"
"spelling",13,16,0.8125,2,2023-01-01,"78"
"writing",10,16,0.625,2,2023-01-01,"78"
"vocab",12,16,0.75,2,2023-01-01,"78"
"la",10,16,0.625,2,2023-01-01,"78"
"phonics",16,16,1,2,2023-01-01,"78"
"math",3,16,0.1875,2,2023-01-01,"667"
"la",3,16,0.1875,2,2023-01-01,"667"
"phonics",7,16,0.4375,2,2023-01-01,"667"
"rc",5,16,0.3125,2,2023-01-01,"667"
"writing",4,16,0.25,2,2023-01-01,"667"
"spelling",6,16,0.375,2,2023-01-01,"667"
"vocab",7,16,0.4375,2,2023-01-01,"667"
"math",8,16,0.5,2,2023-01-01,"655"
"la",8,16,0.5,2,2023-01-01,"655"
"phonics",9,16,0.5625,2,2023-01-01,"655"
"spelling",8,16,0.5,2,2023-01-01,"655"
"reading",8,16,0.5,2,2023-01-01,"655"
"vocab",8,16,0.5,2,2023-01-01,"655"
"writing",12,16,0.75,2,2023-01-01,"655"
"math",11,16,0.6875,2,2023-01-01,"392"
"langarts",15,16,0.9375,2,2023-01-01,"392"
"spelling",12,16,0.75,2,2023-01-01,"392"
"writing",12,16,0.75,2,2023-01-01,"392"
"reading",10,16,0.625,2,2023-01-01,"392"
"vocab",15,16,0.9375,2,2023-01-01,"392"
"phonics",14,16,0.875,2,2023-01-01,"392"
"geography",1,1,1,2,2023-01-01,"392"
"art",15,16,0.9375,3,2023-01-01,"458"
"directive",15,16,0.9375,3,2023-01-01,"458"
"math",21,16,1.3125,3,2023-01-01,"458"
"la",13.75,16,0.859375,3,2023-01-01,"458"
"spelling",28,16,1.75,3,2023-01-01,"458"
"phonics",27.5,16,1.71875,3,2023-01-01,"458"
"reading",14,16,0.875,3,2023-01-01,"458"
"longvowels",19.5,16,1.21875,3,2023-01-01,"458"
"sightwords",13.75,16,0.859375,3,2023-01-01,"458"
"readingpassedoff",3,16,0.1875,3,2023-01-01,"458"
"cp",14,16,0.875,3,2023-01-01,"635"
"directive",14,16,0.875,3,2023-01-01,"635"
"writing",13.75,16,0.859375,3,2023-01-01,"635"
"la",11.5,16,0.71875,3,2023-01-01,"635"
"math",13,16,0.8125,3,2023-01-01,"635"
"spelling",12.75,16,0.796875,3,2023-01-01,"635"
"phonics",17.25,16,1.078125,3,2023-01-01,"635"
"reading",9.25,16,0.578125,3,2023-01-01,"635"
"resets",0,16,0,3,2023-01-01,"635"
"cp",3,16,0.1875,3,2023-01-01,"935"
"art",1,16,0.0625,3,2023-01-01,"935"
"directive",1,16,0.0625,3,2023-01-01,"935"
"activity",1,16,0.0625,3,2023-01-01,"935"
"math",5,16,0.3125,3,2023-01-01,"935"
"la",8.5,16,0.53125,3,2023-01-01,"935"
"spelling",10,16,0.625,3,2023-01-01,"935"
"phonics",6.25,16,0.390625,3,2023-01-01,"935"
"reading",8.25,16,0.515625,3,2023-01-01,"935"
"longvowels",7.25,16,0.453125,3,2023-01-01,"935"
"sightwords",5.75,16,0.359375,3,2023-01-01,"935"
"resets",3,16,0.1875,3,2023-01-01,"935"
"math",16.5,16,1.03125,3,2023-01-01,"510"
"rc",14,16,0.875,3,2023-01-01,"510"
"la",12.25,15,0.816666666666667,3,2023-01-01,"510"
"writing",16,16,1,3,2023-01-01,"510"
"spelling",15.75,16,0.984375,3,2023-01-01,"510"
"vocab",15.25,16,0.953125,3,2023-01-01,"510"
"phonics",17.5,16,1.09375,3,2023-01-01,"510"
"extramathpggiven",1,16,0.0625,3,2023-01-01,"510"
"math",11,16,0.6875,3,2023-01-01,"191"
"spelling",12,16,0.75,3,2023-01-01,"191"
"reading",1,16,0.0625,3,2023-01-01,"191"
"phonics",14.5,16,0.90625,3,2023-01-01,"191"
"vocab",16.5,16,1.03125,3,2023-01-01,"191"
"science",0,16,0,3,2023-01-01,"191"
"cp",11,16,0.6875,3,2023-01-01,"965"
"art",4,16,0.25,3,2023-01-01,"965"
"directive",11,16,0.6875,3,2023-01-01,"965"
"math",9.25,16,0.578125,3,2023-01-01,"965"
"writing",6.5,16,0.40625,3,2023-01-01,"965"
"la",6.5,16,0.40625,3,2023-01-01,"965"
"vocab",7.75,16,0.484375,3,2023-01-01,"965"
"spelling",11,16,0.6875,3,2023-01-01,"965"
"phonics",11.25,16,0.703125,3,2023-01-01,"965"
"redirects",18,16,1.125,3,2023-01-01,"965"
"resets",2,16,0.125,3,2023-01-01,"965"
"cp",7,10,0.7,3,2023-01-01,"252"
"directive",7,10,0.7,3,2023-01-01,"252"
"art",6,10,0.6,3,2023-01-01,"252"
"math",12,10,1.2,3,2023-01-01,"252"
"writing",9,10,0.9,3,2023-01-01,"252"
"phonics",8.75,10,0.875,3,2023-01-01,"252"
"reading",7,10,0.7,3,2023-01-01,"252"
"la",7,9,0.777777777777778,3,2023-01-01,"252"
"spelling",8.5,10,0.85,3,2023-01-01,"252"
"resets",0,10,0,3,2023-01-01,"252"
"cp",9,18,0.5,1,2023-02-01,"670"
"directive",14,18,0.777777777777778,1,2023-02-01,"670"
"art",13,18,0.722222222222222,1,2023-02-01,"670"
"activity",10,18,0.555555555555556,1,2023-02-01,"670"
"spelling",6,18,0.333333333333333,1,2023-02-01,"670"
"writing",4,18,0.222222222222222,1,2023-02-01,"670"
"math",9,18,0.5,1,2023-02-01,"670"
"la",5,18,0.277777777777778,1,2023-02-01,"670"
"reading",2,18,0.111111111111111,1,2023-02-01,"670"
"books",8,18,0.444444444444444,1,2023-02-01,"670"
"resets",4,18,0.222222222222222,1,2023-02-01,"670"
"cp",4,18,0.222222222222222,1,2023-02-01,"508"
"directive",15,18,0.833333333333333,1,2023-02-01,"508"
"art",15,18,0.833333333333333,1,2023-02-01,"508"
"sightwords",6,18,0.333333333333333,1,2023-02-01,"508"
"pre-k",18,18,1,1,2023-02-01,"508"
"longvowles",10,18,0.555555555555556,1,2023-02-01,"508"
"resets",8,18,0.444444444444444,1,2023-02-01,"508"
"cp",14,18,0.777777777777778,1,2023-02-01,"539"
"readingpassedoff",1,18,0.0555555555555556,1,2023-02-01,"539"
"wordproblems",15,18,0.833333333333333,1,2023-02-01,"539"
"countingmoney",9,18,0.5,1,2023-02-01,"539"
"reallifeskills",5,18,0.277777777777778,1,2023-02-01,"539"
"100daymoney",9,18,0.5,1,2023-02-01,"539"
"resets",0,18,0,1,2023-02-01,"539"
"cp",8,18,0.444444444444444,1,2023-02-01,"872"
"directive",10,18,0.555555555555556,1,2023-02-01,"872"
"art",9,18,0.5,1,2023-02-01,"872"
"activity",7,18,0.388888888888889,1,2023-02-01,"872"
"math",11,18,0.611111111111111,1,2023-02-01,"872"
"la",16,18,0.888888888888889,1,2023-02-01,"872"
"spelling",9,18,0.5,1,2023-02-01,"872"
"phonics",14,18,0.777777777777778,1,2023-02-01,"872"
"vocab",10,18,0.555555555555556,1,2023-02-01,"872"
"writing",3,18,0.166666666666667,1,2023-02-01,"872"
"reading",7,18,0.388888888888889,1,2023-02-01,"872"
"resets",1,18,0.0555555555555556,1,2023-02-01,"872"
"cp",5,18,0.277777777777778,1,2023-02-01,"776"
"directive",15,18,0.833333333333333,1,2023-02-01,"776"
"art",14,18,0.777777777777778,1,2023-02-01,"776"
"activity",11,18,0.611111111111111,1,2023-02-01,"776"
"math",30,18,1.66666666666667,1,2023-02-01,"776"
"la",11,18,0.611111111111111,1,2023-02-01,"776"
"spelling",12,18,0.666666666666667,1,2023-02-01,"776"
"phonics",8,18,0.444444444444444,1,2023-02-01,"776"
"reading",6,18,0.333333333333333,1,2023-02-01,"776"
"resets",1,18,0.0555555555555556,1,2023-02-01,"776"
"cp",11,13,0.846153846153846,1,2023-02-01,"259"
"math",9,13,0.692307692307692,1,2023-02-01,"259"
"spelling",11,13,0.846153846153846,1,2023-02-01,"259"
"maps",9,13,0.692307692307692,1,2023-02-01,"259"
"countingmoney",10,13,0.769230769230769,1,2023-02-01,"259"
"money,fractime",9,13,0.692307692307692,1,2023-02-01,"259"
"reading",NA,NA,NA,1,2023-02-01,"259"
"cp",14,18,0.777777777777778,1,2023-02-01,"350"
"directive",16,18,0.888888888888889,1,2023-02-01,"350"
"art",16,18,0.888888888888889,1,2023-02-01,"350"
"activity",16,18,0.888888888888889,1,2023-02-01,"350"
"math",11,18,0.611111111111111,1,2023-02-01,"350"
"spelling",17,18,0.944444444444444,1,2023-02-01,"350"
"phonics",10,18,0.555555555555556,1,2023-02-01,"350"
"vocab",9,18,0.5,1,2023-02-01,"350"
"reading",8,18,0.444444444444444,1,2023-02-01,"350"
"la",23,18,1.27777777777778,1,2023-02-01,"350"
"resets",0,18,0,1,2023-02-01,"350"
"cp",9,18,0.5,1,2023-02-01,"66"
"math",9,18,0.5,1,2023-02-01,"66"
"reading",0,18,0,1,2023-02-01,"66"
"la",0,18,0,1,2023-02-01,"66"
"spelling",15,18,0.833333333333333,1,2023-02-01,"66"
"phonics",19,18,1.05555555555556,1,2023-02-01,"66"
"geography",0,18,0,1,2023-02-01,"66"
"vocab",13,18,0.722222222222222,1,2023-02-01,"66"
"cp",17,18,0.944444444444444,1,2023-02-01,"722"
"math",18,18,1,1,2023-02-01,"722"
"writing",21,18,1.16666666666667,1,2023-02-01,"722"
"books",1,18,0.0555555555555556,1,2023-02-01,"722"
"languagearts",14,18,0.777777777777778,1,2023-02-01,"722"
"spelling",10,18,0.555555555555556,1,2023-02-01,"722"
"reading",NA,NA,NA,1,2023-02-01,"722"
"cp",18,18,1,1,2023-02-01,"626"
"directive",18,18,1,1,2023-02-01,"626"
"activity",5,18,0.277777777777778,1,2023-02-01,"626"
"spelling",25,18,1.38888888888889,1,2023-02-01,"626"
"phonics",19,18,1.05555555555556,1,2023-02-01,"626"
"readingpassedoff",9,18,0.5,1,2023-02-01,"626"
"resets",0,18,0,1,2023-02-01,"626"
"cp",17,18,0.944444444444444,1,2023-02-01,"849"
"directive",15,18,0.833333333333333,1,2023-02-01,"849"
"art",17,18,0.944444444444444,1,2023-02-01,"849"
"activity",16,18,0.888888888888889,1,2023-02-01,"849"
"spelling",9,18,0.5,1,2023-02-01,"849"
"sightwords",8,18,0.444444444444444,1,2023-02-01,"849"
"phonics",7,18,0.388888888888889,1,2023-02-01,"849"
"longvowels",11,18,0.611111111111111,1,2023-02-01,"849"
"readingpassedoff",3,18,0.166666666666667,1,2023-02-01,"849"
"resets",0,18,0,1,2023-02-01,"849"
"cp",9,18,0.5,1,2023-02-01,"484"
"directive",11,18,0.611111111111111,1,2023-02-01,"484"
"art",8,18,0.444444444444444,1,2023-02-01,"484"
"workbook",20,18,1.11111111111111,1,2023-02-01,"484"
"readingpassedoff",0,18,0,1,2023-02-01,"484"
"resets",5,18,0.277777777777778,1,2023-02-01,"484"
"cp",17,18,0.944444444444444,1,2023-02-01,"651"
"directive",17,18,0.944444444444444,1,2023-02-01,"651"
"art",17,18,0.944444444444444,1,2023-02-01,"651"
"writing",10,18,0.555555555555556,1,2023-02-01,"651"
"reading",21,18,1.16666666666667,1,2023-02-01,"651"
"la",36,18,2,1,2023-02-01,"651"
"math",15,18,0.833333333333333,1,2023-02-01,"651"
"science",5,18,0.277777777777778,1,2023-02-01,"651"
"testpractice",26,18,1.44444444444444,1,2023-02-01,"651"
"criticalthinking",7,18,0.388888888888889,1,2023-02-01,"651"
"cp",12,18,0.666666666666667,1,2023-02-01,"948"
"reset",0,18,0,1,2023-02-01,"948"
"math",20,18,1.11111111111111,1,2023-02-01,"948"
"writing",11,18,0.611111111111111,1,2023-02-01,"948"
"readingcomp",9,18,0.5,1,2023-02-01,"948"
"phonics",14,18,0.777777777777778,1,2023-02-01,"948"
"spelling",17,18,0.944444444444444,1,2023-02-01,"948"
"languagearts",8,18,0.444444444444444,1,2023-02-01,"948"
"math",3,18,0.166666666666667,1,2023-02-01,"430"
"la",15,18,0.833333333333333,1,2023-02-01,"430"
"writing",11,18,0.611111111111111,1,2023-02-01,"430"
"rc",7,18,0.388888888888889,1,2023-02-01,"430"
"phonics",14,18,0.777777777777778,1,2023-02-01,"430"
"spelling",6,18,0.333333333333333,1,2023-02-01,"430"
"vocab",7,18,0.388888888888889,1,2023-02-01,"430"
"cp",4,18,0.222222222222222,1,2023-02-01,"616"
"directive",10,18,0.555555555555556,1,2023-02-01,"616"
"art",9,18,0.5,1,2023-02-01,"616"
"activity",6,18,0.333333333333333,1,2023-02-01,"616"
"math",4,18,0.222222222222222,1,2023-02-01,"616"
"vocab",4,18,0.222222222222222,1,2023-02-01,"616"
"la",4,18,0.222222222222222,1,2023-02-01,"616"
"resets",1,18,0.0555555555555556,1,2023-02-01,"616"
"cp",12,14,0.857142857142857,1,2023-02-01,"531"
"directive",13,14,0.928571428571429,1,2023-02-01,"531"
"art",13,14,0.928571428571429,1,2023-02-01,"531"
"activity",13,14,0.928571428571429,1,2023-02-01,"531"
"math",9,14,0.642857142857143,1,2023-02-01,"531"
"reading",6,14,0.428571428571429,1,2023-02-01,"531"
"spelling",6,14,0.428571428571429,1,2023-02-01,"531"
"phonics",NA,18,NA,1,2023-02-01,"531"
"la",6,18,0.333333333333333,1,2023-02-01,"531"
"writing",10,18,0.555555555555556,1,2023-02-01,"531"
"resets",0,18,0,1,2023-02-01,"531"
"cp",8,14,0.571428571428571,1,2023-02-01,"601"
"math",4,14,0.285714285714286,1,2023-02-01,"601"
"science",8,14,0.571428571428571,1,2023-02-01,"601"
"la",1,14,0.0714285714285714,1,2023-02-01,"601"
"writing",0,14,0,1,2023-02-01,"601"
"vocab",8,14,0.571428571428571,1,2023-02-01,"601"
"reading",11,14,0.785714285714286,1,2023-02-01,"601"
"phonics",1,14,0.0714285714285714,1,2023-02-01,"601"
"geography",4,14,0.285714285714286,1,2023-02-01,"601"
"resets",0,14,0,1,2023-02-01,"601"
"cp",6,18,0.333333333333333,1,2023-02-01,"753"
"directive",11,18,0.611111111111111,1,2023-02-01,"753"
"art",12,18,0.666666666666667,1,2023-02-01,"753"
"activity",11,18,0.611111111111111,1,2023-02-01,"753"
"math",18,18,1,1,2023-02-01,"753"
"la",20,18,1.11111111111111,1,2023-02-01,"753"
"phonics",19,18,1.05555555555556,1,2023-02-01,"753"
"spelling",16,18,0.888888888888889,1,2023-02-01,"753"
"resets",1,18,0.0555555555555556,1,2023-02-01,"753"
"cp",11,18,0.611111111111111,1,2023-02-01,"688"
"directive",14,18,0.777777777777778,1,2023-02-01,"688"
"art",14,18,0.777777777777778,1,2023-02-01,"688"
"activity",14,18,0.777777777777778,1,2023-02-01,"688"
"math",9,18,0.5,1,2023-02-01,"688"
"la",10,18,0.555555555555556,1,2023-02-01,"688"
"phonics",16,18,0.888888888888889,1,2023-02-01,"688"
"spelling",8,18,0.444444444444444,1,2023-02-01,"688"
"resets",2,18,0.111111111111111,1,2023-02-01,"688"
"cp",0,18,0,1,2023-02-01,"41"
"directive",0,18,0,1,2023-02-01,"41"
"art",0,18,0,1,2023-02-01,"41"
"activity",0,18,0,1,2023-02-01,"41"
"math",0,18,0,1,2023-02-01,"41"
"la",0,18,0,1,2023-02-01,"41"
"geog",0,18,0,1,2023-02-01,"41"
"cp",3,18,0.166666666666667,1,2023-02-01,"754"
"directive",7,18,0.388888888888889,1,2023-02-01,"754"
"art",6,18,0.333333333333333,1,2023-02-01,"754"
"activity",4,18,0.222222222222222,1,2023-02-01,"754"
"math",4,18,0.222222222222222,1,2023-02-01,"754"
"languagearts",7,18,0.388888888888889,1,2023-02-01,"754"
"spelling",6,18,0.333333333333333,1,2023-02-01,"754"
"phonics",6,18,0.333333333333333,1,2023-02-01,"754"
"reading",4,18,0.222222222222222,1,2023-02-01,"754"
"writing",4,18,0.222222222222222,1,2023-02-01,"754"
"vocab",5,18,0.277777777777778,1,2023-02-01,"754"
"resets",NA,NA,NA,1,2023-02-01,"754"
"math",6,18,0.333333333333333,1,2023-02-01,"6"
"science",10,18,0.555555555555556,1,2023-02-01,"6"
"reading",17,18,0.944444444444444,1,2023-02-01,"6"
"writing",14,18,0.777777777777778,1,2023-02-01,"6"
"spelling",10,18,0.555555555555556,1,2023-02-01,"6"
"geography",3,18,0.166666666666667,1,2023-02-01,"6"
"vocab",10,18,0.555555555555556,1,2023-02-01,"6"
"la",12,18,0.666666666666667,1,2023-02-01,"6"
"cp",11,18,0.611111111111111,1,2023-02-01,"6"
"cp",3,13,0.230769230769231,1,2023-02-01,"506"
"directive",11,13,0.846153846153846,1,2023-02-01,"506"
"art",9,13,0.692307692307692,1,2023-02-01,"506"
"activity",7,13,0.538461538461538,1,2023-02-01,"506"
"math",9,13,0.692307692307692,1,2023-02-01,"506"
"reading",4,13,0.307692307692308,1,2023-02-01,"506"
"phonics",4,13,0.307692307692308,1,2023-02-01,"506"
"spelling",7,13,0.538461538461538,1,2023-02-01,"506"
"resets",2,13,0.153846153846154,1,2023-02-01,"506"
"cp",0,6,0,1,2023-02-01,"681"
"directive",5,6,0.833333333333333,1,2023-02-01,"681"
"art",4,6,0.666666666666667,1,2023-02-01,"681"
"activity",5,6,0.833333333333333,1,2023-02-01,"681"
"math",5,6,0.833333333333333,1,2023-02-01,"681"
"spelling",2,6,0.333333333333333,1,2023-02-01,"681"
"reading",0,6,0,1,2023-02-01,"681"
"phonics",2,6,0.333333333333333,1,2023-02-01,"681"
"resets",3,6,0.5,1,2023-02-01,"681"
"cp",3,12,0.25,1,2023-02-01,"504"
"directive",10,12,0.833333333333333,1,2023-02-01,"504"
"art",7,12,0.583333333333333,1,2023-02-01,"504"
"activity",7,12,0.583333333333333,1,2023-02-01,"504"
"reading",2,12,0.166666666666667,1,2023-02-01,"504"
"spelling",5,12,0.416666666666667,1,2023-02-01,"504"
"phonics",7,12,0.583333333333333,1,2023-02-01,"504"
"math",9,12,0.75,1,2023-02-01,"504"
"resets",4,12,0.333333333333333,1,2023-02-01,"504"
"cp",3,17,0.176470588235294,1,2023-02-01,"286"
"directive",17,17,1,1,2023-02-01,"286"
"art",17,17,1,1,2023-02-01,"286"
